Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,playerid,MLBAMID
Vinny Capra,PIT,9,21,0,3,1,0,0.095238095,0.238095238,0.055555556,0.23076923,0.166666666,0.25,0.222222222,0.220032036,0.23,30.44274828,-0.022810044,-1.832399957,0.965445116,-0.015301065,Vinny Capra,25040,681962
Jake Lamb,LAA,19,54,2,7,5,0,0.055555555,0.277777777,0.137254902,0.264705882,0.215686274,0.259259259,0.352941176,0.266665804,0.275,63.82905548,-0.218406544,-2.558785517,0.544519365,-0.015886196,Jake Lamb,13329,571875
Ben Rortvedt,NYY,32,79,2,6,4,0,0.139240506,0.240506329,0.102941177,0.127659574,0.117647058,0.240506329,0.220588235,0.219235033,0.266,32.70995064,-0.074317586,-6.443893477,3.565692082,-0.016400755,Ben Rortvedt,20287,666163
Luis Urías,- - -,52,177,3,18,18,0,0.118644067,0.231638418,0.104166667,0.25,0.194444444,0.337142857,0.298611111,0.297811786,0.297,82.99552655,-0.888835381,-4.607616559,-1.615033299,-0.01675004,Luis Urias,16622,649966
Jacob Amaya,MIA,4,9,0,1,2,1,0,0.111111111,0,0.25,0.222222222,0.222222222,0.222222222,0.196119176,0.274,14.37650399,0.184589756,-0.770081669,0.263425454,-0.020029847,Jacob Amaya,23296,676070
Elias Díaz,COL,141,526,14,48,72,1,0.064638783,0.2243346,0.141975309,0.324022346,0.267489711,0.315589353,0.40946502,0.314184874,0.296,82.98613289,-1.847598356,-12.93442453,-5.149700642,-0.021178067,Elias Diaz,11680,553869
Diego A. Castillo,ARI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055,-100,0,-0.267722848,0,-0.023308582,Diego A. Castillo,19906,660636
Joey Bart,SFG,30,95,0,9,5,0,0.031578947,0.242105263,0.057471265,0.276923076,0.206896551,0.263157894,0.264367816,0.238773815,0.245,47.5853586,-0.198156482,-6.366871143,2.887110025,-0.025126274,Joey Bart,21524,663698
Chris Okey,LAA,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,-0.529615229,0.203959657,-0.025622768,Chris Okey,19245,608360
Tony Kemp,OAK,124,419,5,42,27,15,0.105011933,0.095465393,0.09470752,0.220820189,0.208913649,0.303398058,0.303621169,0.27555511,0.297,75.70190602,0.038380373,-12.16046731,-2.53435421,-0.030089897,Tony Kemp,14894,643393
Henry Ramos,CIN,23,86,0,9,5,2,0.127906976,0.244186046,0.067567567,0.339622641,0.243243243,0.348837209,0.31081081,0.302751136,0.297,81.98754071,-0.30410461,-2.223170655,-1.006061614,-0.030636808,Henry Ramos,11481,592656
Jonathan Ornelas,TEX,8,8,0,2,0,0,0,0.5,0,0.333333333,0.142857142,0.25,0.142857142,0.201067664,0.195,20.14132768,-0.01888122,-0.784380261,0.199826632,-0.030887058,Jonathan Ornelas,24597,680716
Manny Piña,OAK,4,12,1,1,1,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.314097385,0.261,102.4164017,-0.036430105,-0.001685853,-0.725329902,-0.031391441,Manny Pina,2829,444489
Dominic Smith,WSN,153,586,12,57,46,1,0.080204778,0.155290102,0.111954459,0.286384976,0.254269449,0.325938566,0.366223908,0.30643118,0.32,91.3298705,-5.892247492,-12.18646372,-8.04082489,-0.031604669,Dominic Smith,15653,642086
Kevin Newman,CIN,74,253,3,28,28,8,0.067193675,0.134387351,0.111111111,0.279792746,0.253333333,0.310756972,0.364444444,0.295550734,0.311,77.16050501,1.036146469,-6.122410342,-2.797085973,-0.032247748,Kevin Newman,17696,621028
Santiago Espinal,TOR,93,254,2,30,25,2,0.070866141,0.141732283,0.086956522,0.284974093,0.247826086,0.309523809,0.334782608,0.285311623,0.293,79.85616582,-0.772539582,-6.903216541,-2.151507616,-0.032863845,Santiago Espinal,19997,669289
Chandler Seagle,SDP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.322,-100,0,-0.261107023,-0.108024687,-0.03342082,Chandler Seagle,23552,676882
Travis Blankenhorn,WSN,10,37,1,2,1,0,0.162162162,0.162162162,0.096774194,0.166666666,0.161290322,0.297297297,0.258064516,0.262423203,0.322,61.8276193,-0.022355813,-1.772079328,0.10945645,-0.040433947,Travis Blankenhorn,18395,663905
Jahmai Jones,MIL,7,11,0,2,3,1,0.09090909,0.454545454,0.1,0.4,0.2,0.272727272,0.3,0.256563777,0.243,57.15969083,0.183027684,-0.400771844,-0.390723092,-0.041657109,Jahmai Jones,18872,663330
Alfonso Rivas III,- - -,48,123,3,8,15,1,0.073170731,0.292682926,0.19266055,0.309859154,0.229357798,0.303278688,0.422018348,0.312850966,0.282,93.56636329,-0.829802411,-1.81015004,-2.815081269,-0.044483692,Alfonso Rivas III,21560,663845
Franchy Cordero,NYY,24,71,6,9,13,0,0.028169014,0.352112676,0.289855072,0.184210526,0.188405797,0.211267605,0.478260869,0.286149129,0.288,79.08957722,-0.012222002,-1.791131036,-1.145755738,-0.049655884,Franchy Cordero,14567,614173
Connor Kaiser,COL,3,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.34,-100,0,-1.128038806,0.492924687,-0.049779707,Connor Kaiser,21535,663731
Mason McCoy,TOR,6,1,0,2,0,0,0,1,0,0,0,0,0,0,0,-100,0.066966459,-0.194122772,-0.340741288,-0.049909912,Mason McCoy,22232,669200
Kyle Garlick,MIN,14,30,2,2,4,0,0.066666666,0.366666666,0.25,0.2,0.178571428,0.233333333,0.428571428,0.280294426,0.333,75.71015405,-0.123954928,-0.99708429,-0.536786932,-0.050191921,Kyle Garlick,18063,664247
Adam Wainwright,STL,23,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.117,-100,0,-0.527716896,-0.108024687,-0.056618419,Adam Wainwright,2233,425794
David Fletcher,LAA,33,97,2,7,12,0,0.072164948,0.092783505,0.078651685,0.256410256,0.247191011,0.302083333,0.325842696,0.27574275,0.25,70.12048589,-0.340879267,-3.813663838,-0.115564764,-0.059549432,David Fletcher,17992,664058
Carter Kieboom,WSN,27,94,4,12,11,0,0.063829787,0.287234042,0.16091954,0.25,0.206896551,0.265957446,0.367816091,0.27655071,0.252,71.29847626,-0.141744227,-3.484089142,-0.354265556,-0.064272401,Carter Kieboom,19958,666198
Luis Torrens,- - -,18,30,0,1,4,0,0.033333333,0.3,0.107142857,0.368421052,0.25,0.3,0.357142857,0.289444673,0.266,83.75683028,-0.005398224,-0.609936734,-1.058393881,-0.064421014,Luis Torrens,15905,620443
Cal Stevenson,SFG,6,12,0,1,0,0,0.25,0.166666666,0,0,0,0.25,0,0.173975721,0.271,4.145742071,-0.070435647,-1.49542334,0.348178193,-0.07374356,Cal Stevenson,22411,670276
Austin Meadows,DET,6,21,0,0,2,0,0,0.142857142,0.047619047,0.277777777,0.238095238,0.238095238,0.285714285,0.227328931,0.22,39.510687,-0.044223486,-1.566279114,0.065145999,-0.077755925,Austin Meadows,15672,640457
Brad Miller,TEX,27,67,1,8,6,0,0.149253731,0.164179104,0.125,0.244444444,0.214285714,0.328358208,0.339285714,0.300237737,0.316,88.87827956,0.061403191,-0.831448561,-2.280808099,-0.080844916,Brad Miller,12775,543543
Caleb Hamilton,BOS,4,6,0,0,0,0,0.166666666,0.833333333,0,0,0,0.166666666,0,0.115983814,0.116,-44.61405789,-0.007705124,-1.04737232,0.025789961,-0.081317264,Caleb Hamilton,19842,643348
Roberto Pérez,SFG,5,17,0,0,1,0,0.117647058,0.352941176,0,0.222222222,0.133333333,0.235294117,0.133333333,0.185698727,0.271,12.0046595,-0.031392234,-1.884612562,0.466102771,-0.083853034,Roberto Perez,2900,547379
Matt Reynolds,CIN,2,5,0,1,0,0,0,0.6,0,0.5,0.2,0.2,0.2,0.176507258,0.149,-2.644357244,0.181149109,-0.45465531,-0.558084053,-0.084047481,Matt Reynolds,13788,608703
Bryce Johnson,SFG,30,48,1,7,3,3,0.083333333,0.3125,0.093023256,0.214285714,0.162790697,0.229166666,0.255813953,0.217586488,0.234,33.38170981,0.964127722,-2.997313143,0.508246794,-0.085576036,Bryce Johnson,20002,669369
Cal Mitchell,PIT,2,5,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.139180577,0.34,-23.75879069,-0.007705124,-0.774297541,-0.273885075,-0.087581793,Cal Mitchell,22169,668751
Zack Short,DET,112,253,7,17,33,5,0.110671936,0.260869565,0.135746606,0.255033557,0.203619909,0.292,0.339366515,0.281205467,0.297,76.85369549,-0.377552365,-7.394282307,-2.176251888,-0.08772453,Zack Short,19562,670097
Samad Taylor,KCR,31,69,0,11,4,8,0.101449275,0.318840579,0.066666666,0.307692307,0.2,0.279411764,0.266666666,0.248096137,0.274,48.27571781,1.424585246,-2.851793294,-0.411624525,-0.089067537,Samad Taylor,22274,669392
Juniel Querecuto,STL,9,21,0,2,0,0,0.047619047,0.285714285,0.05,0.142857142,0.1,0.142857142,0.15,0.13439055,0.219,-22.893432,0.110355821,-3.086819304,1.471636616,-0.089912477,Juniel Querecuto,12140,578570
Nick Gonzales,PIT,35,128,2,12,13,0,0.046875,0.28125,0.139130434,0.278481012,0.208695652,0.267716535,0.347826086,0.268343039,0.257,62.82968021,-0.444927114,-6.339125172,1.080443501,-0.090709421,Nick Gonzales,27490,693304
Joey Ortiz,BAL,15,34,0,4,4,0,0,0.264705882,0.03030303,0.28,0.212121212,0.205882352,0.242424242,0.192322945,0.249,16.6731181,0.026763952,-3.367898729,1.261116698,-0.093619571,Joey Ortiz,25493,687401
David Fry,CLE,58,113,4,12,15,2,0.07079646,0.265486725,0.178217822,0.298507462,0.237623762,0.31858407,0.415841584,0.321289465,0.329,104.6890626,-0.14221797,0.492669938,-5.318275452,-0.094127559,David Fry,24934,681807
Dane Myers,MIA,22,70,1,9,9,1,0.028571428,0.271428571,0.089552239,0.354166666,0.268656716,0.285714285,0.358208955,0.278324243,0.308,69.48547999,0.067593209,-2.57860908,-0.755750559,-0.095328994,Dane Myers,22054,667472
Ji Hwan Bae,PIT,111,371,2,54,32,24,0.080862533,0.247978436,0.080838323,0.309917355,0.230538922,0.296195652,0.311377245,0.271850578,0.264,65.18107892,2.886122789,-13.11710832,-0.456607938,-0.096562473,Ji Hwan Bae,23818,678225
Tyler Cropley,KCR,2,7,0,0,1,0,0,0.285714285,0,0.2,0.166666666,0.142857142,0.166666666,0.126076613,0.176,-36.29868903,-0.007806268,-1.151006482,-0.097188115,-0.100489074,Tyler Cropley,24485,680418
Livan Soto,LAA,4,12,0,2,0,0,0.25,0.166666666,0,0.285714285,0.222222222,0.416666666,0.222222222,0.321065103,0.351,101.5344019,-0.393212385,-0.371149975,-1.084819965,-0.104080931,Livan Soto,22471,670869
Eli White,ATL,6,17,0,1,0,0,0.117647058,0.411764705,0,0.142857142,0.071428571,0.235294117,0.071428571,0.176491005,0.297,2.654932493,-0.030820495,-2.08095016,0.407543883,-0.109270674,Eli White,19346,642201
Adam Haseley,CHW,28,39,0,6,2,1,0.076923076,0.205128205,0.055555555,0.285714285,0.222222222,0.282051282,0.277777777,0.253088491,0.29,55.67230106,0.188192023,-1.883248046,-0.579798296,-0.112018377,Adam Haseley,19878,656514
Francisco Mejía,TBR,50,160,5,22,19,0,0.0375,0.2375,0.173333334,0.266055045,0.226666666,0.257861635,0.4,0.279804666,0.243,78.72687738,0.038870598,-4.039472928,-2.587885149,-0.112800204,Francisco Mejia,16403,642336
Cam Eden,TOR,5,6,0,1,0,0,0,0.333333333,0,0.25,0.166666666,0.166666666,0.166666666,0.147089382,0.263,-15.94869912,-0.008458057,-0.842042708,-0.49788107,-0.113061475,Cam Eden,25476,686490
Tres Barrera,STL,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.131,-100,0,-0.527716896,-0.704294629,-0.116076968,Tres Barrera,19977,668663
Ben Gamel,SDP,6,15,0,2,2,0,0,0.133333333,0.066666666,0.23076923,0.2,0.2,0.266666666,0.200588997,0.252,23.70591158,0.088422951,-1.329330148,-0.384406552,-0.120068467,Ben Gamel,12160,592325
Tommy La Stella,SEA,12,24,0,2,2,0,0.125,0.208333333,0.047619048,0.25,0.19047619,0.291666666,0.238095238,0.249128329,0.244,59.78129315,-0.249093064,-1.405663063,-0.648148119,-0.122591412,Tommy La Stella,12371,600303
Jake Cave,PHI,65,203,5,18,21,3,0.073891625,0.27093596,0.135869565,0.269841269,0.211956521,0.272277227,0.347826086,0.271125745,0.277,66.70319656,1.398337739,-6.975355331,-1.157441378,-0.123203614,Jake Cave,14477,595909
Meibrys Viloria,CLE,10,4,0,0,0,0,0.25,0,0,0,0,0.25,0,0.173975721,0.298,2.582677289,-0.007705124,-0.474610376,-0.922746673,-0.125639369,Meibrys Viloria,17109,650619
Brett Phillips,LAA,40,71,3,9,6,3,0.112676056,0.507042253,0.158730159,0.333333333,0.174603174,0.267605633,0.333333333,0.267620107,0.236,64.49050356,0.695660853,-2.325232827,-1.401472025,-0.12841457,Brett Phillips,14735,621433
José Azocar,SDP,55,102,2,16,9,8,0.039215686,0.235294117,0.131868132,0.292307692,0.23076923,0.278350515,0.362637362,0.280199584,0.305,77.0755893,0.834624324,-2.062164326,-2.699332416,-0.129221246,Jose Azocar,18821,640492
Michael Siani,- - -,8,6,0,1,0,1,0.166666666,0.166666666,0,0,0,0.166666666,0,0.115983814,0.262,-25.7416249,-0.364700557,-1.379793057,-0.140136079,-0.131235106,Michael Siani,22557,672279
Willie Calhoun,NYY,44,149,5,16,16,0,0.093959731,0.134228187,0.164179104,0.245454545,0.23880597,0.308724832,0.402985074,0.306920812,0.305,93.48688565,-0.327721023,-1.490527789,-4.974893451,-0.134331625,Willie Calhoun,17838,641432
Chadwick Tromp,ATL,6,16,0,1,1,0,0,0.4375,0.0625,0.222222222,0.125,0.125,0.1875,0.132893667,0.151,-26.57203294,-0.038452457,-2.547311121,0.637785897,-0.136203938,Chadwick Tromp,16953,644433
Alan Trejo,COL,83,227,4,24,26,5,0.070484581,0.224669603,0.111111112,0.285714285,0.231884057,0.287610619,0.342995169,0.277353624,0.276,58.29504552,0.698337947,-11.02987834,1.942847133,-0.137043774,Alan Trejo,20056,676701
Kevin Padlo,LAA,3,8,0,1,0,0,0,0,0.125,0.125,0.125,0.125,0.25,0.155470297,0.192,-13.24298807,0.000390673,-1.085119469,-0.574162379,-0.138056271,Kevin Padlo,16593,656821
Darin Ruf,- - -,20,57,0,3,3,0,0.140350877,0.280701754,0.06122449,0.333333333,0.224489795,0.333333333,0.285714285,0.286996501,0.354,78.67530662,-0.388389688,-1.894220255,-1.427104622,-0.138074132,Darin Ruf,9929,573131
Rylan Bannon,HOU,2,6,0,0,0,0,0,0.5,0,0,0,0,0,0,0.077,-100,0,-1.565125484,-0.092592597,-0.144751129,Rylan Bannon,19768,676625
Wade Meckler,SFG,20,64,0,6,4,0,0.09375,0.390625,0.017857143,0.419354838,0.232142857,0.328125,0.25,0.272837894,0.265,70.42137836,0.349037083,-1.9961439,-1.639589205,-0.145709633,Wade Meckler,31490,685133
César Salazar,HOU,13,19,0,1,0,0,0.052631578,0.315789473,0,0.166666666,0.111111111,0.157894736,0.111111111,0.129525025,0.169,-27.92682763,-0.023659486,-2.93603794,0.818393826,-0.146083654,Cesar Salazar,21587,663967
Braden Shewmake,ATL,2,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0.127,-100,0,-1.068690044,-0.605287887,-0.153372611,Braden Shewmake,25817,669699
Peyton Burdick,MIA,14,37,1,4,2,1,0.081081081,0.486486486,0.151515152,0.357142857,0.181818181,0.27027027,0.333333333,0.268998468,0.257,63.23362817,0.288371717,-1.396903976,-1.419257134,-0.155461898,Peyton Burdick,25459,680814
Jared Young,CHC,16,47,2,8,8,2,0.063829787,0.276595744,0.279069768,0.214285714,0.186046511,0.255319148,0.465116279,0.301619403,0.277,90.2977135,0.398718124,-0.166206377,-2.992346525,-0.155723635,Jared Young,20404,676724
Carlos Pérez,OAK,68,189,6,17,20,0,0.068783068,0.211640211,0.130952381,0.256,0.226190476,0.292553191,0.357142857,0.285432976,0.314,82.54847156,-1.198675189,-5.150774522,-2.907579213,-0.156159027,Carlos Perez,10642,542208
Taylor Trammell,SEA,22,56,3,7,11,0,0.160714285,0.392857142,0.195652174,0.142857142,0.130434782,0.285714285,0.326086956,0.279446928,0.313,80.7957782,-0.229335773,-1.517933374,-2.017170966,-0.160689588,Taylor Trammell,19960,666211
Heliot Ramos,SFG,25,60,1,5,2,0,0.066666666,0.333333333,0.125,0.257142857,0.178571428,0.233333333,0.303571428,0.236257309,0.259,45.89833286,-0.051970563,-4.073399108,0.3947317,-0.163543222,Heliot Ramos,22515,671218
Brandon Dixon,SDP,33,86,2,10,9,1,0.011627906,0.360465116,0.126582279,0.291666666,0.202531645,0.244186046,0.329113924,0.248936366,0.238,56.11722219,0.260058933,-4.415257609,-0.147119403,-0.163574671,Brandon Dixon,15214,641525
Chad Wallach,LAA,65,172,7,18,15,0,0.075581395,0.331395348,0.178343949,0.258064516,0.197452229,0.258823529,0.375796178,0.274992592,0.292,69.60053454,-1.227516396,-7.492601466,-0.058922052,-0.163850919,Chad Wallach,17161,595453
Andrew Velazquez,LAA,54,94,2,12,3,13,0.106382978,0.319148936,0.111111111,0.244897959,0.172839506,0.263736263,0.283950617,0.248805875,0.222,51.4499473,1.536088395,-3.932183965,-0.951185346,-0.164970148,Andrew Velazquez,14196,623205
Taylor Kohlwey,SDP,5,13,0,0,0,0,0,0.384615384,0,0.25,0.153846153,0.153846153,0.153846153,0.135774814,0.104,-19.74449103,-0.015410247,-1.943900076,-0.205668207,-0.170304647,Taylor Kohlwey,19212,670128
Derek Hill,WSN,13,50,0,3,1,1,0.06,0.22,0.021276596,0.222222222,0.170212765,0.22,0.191489361,0.190184501,0.219,13.39993708,0.421467633,-4.942753463,1.531894132,-0.170718786,Derek Hill,16947,656537
Ryan Kreidler,DET,11,18,0,2,0,0,0,0.388888888,0,0.181818181,0.111111111,0.111111111,0.111111111,0.098059588,0.092,-50.08872786,0.179134843,-3.057943126,0.712311521,-0.172243393,Ryan Kreidler,25867,668952
Johan Camargo,SFG,8,20,0,0,2,0,0.05,0.2,0,0.285714285,0.222222222,0.3,0.222222222,0.247602654,0.373,53.50407246,-0.07202429,-1.224053178,-1.20121865,-0.174080614,Johan Camargo,14950,622666
Brice Turang,MIL,137,448,6,46,34,26,0.084821428,0.209821428,0.081683168,0.267973856,0.217821782,0.285393258,0.29950495,0.261659881,0.274,60.57603795,2.933518825,-18.94695588,1.937351376,-0.178299144,Brice Turang,22186,668930
Yonny Hernández,LAD,14,27,0,5,4,0,0.074074074,0.296296296,0.045454545,0.2,0.136363636,0.23076923,0.181818181,0.197178682,0.204,19.43056442,0.05455602,-2.640405344,-0.091777734,-0.180968535,Yonny Hernandez,19432,660634
Josh Lester,BAL,11,23,0,0,4,0,0.04347826,0.304347826,0,0.266666666,0.181818181,0.217391304,0.181818181,0.18374122,0.216,10.72493624,-0.077211938,-2.537526196,-0.069317728,-0.181163852,Josh Lester,17737,623507
Osleivis Basabe,TBR,31,94,1,15,12,0,0.063829787,0.265957446,0.091954023,0.295081967,0.218390804,0.276595744,0.310344827,0.261673426,0.258,66.15971753,0.455776634,-3.35571009,-1.701546192,-0.182309723,Osleivis Basabe,23985,678545
José Tena,CLE,18,34,0,2,3,0,0.088235294,0.382352941,0.064516129,0.388888888,0.225806451,0.294117647,0.29032258,0.264350437,0.238,65.22337396,-0.205147427,-1.621916084,-1.396281317,-0.184503635,Jose Tena,23691,677588
Carlos Pérez,CHW,27,53,1,5,3,0,0.075471698,0.207547169,0.142857143,0.243243243,0.204081632,0.264150943,0.346938775,0.267461104,0.25,65.63427426,-0.23250368,-2.414901744,-1.269049108,-0.185808379,Carlos Perez,20805,656024
Tim Anderson,CHW,123,524,1,52,25,13,0.04961832,0.232824427,0.050709939,0.322580645,0.245436105,0.286259541,0.296146044,0.259646316,0.279,60.21767322,1.634820743,-23.34297132,3.448722363,-0.188897213,Tim Anderson,15172,641313
Jordan Lawlar,ARI,14,34,0,2,0,1,0.058823529,0.323529411,0,0.2,0.129032258,0.205882352,0.129032258,0.166116352,0.189,-4.744303224,-0.294638375,-4.706559982,1.654299706,-0.189169332,Jordan Lawlar,29976,691783
Lawrence Butler,OAK,42,129,4,10,10,0,0.031007751,0.271317829,0.130081301,0.258823529,0.211382113,0.240310077,0.341463414,0.251059717,0.293,58.72361221,-0.268821562,-6.648869951,0.304110944,-0.190807412,Lawrence Butler,22542,671732
Andre Lipcius,DET,13,38,1,3,4,0,0.078947368,0.210526315,0.114285715,0.346153846,0.285714285,0.342105263,0.4,0.326206774,0.298,108.0450873,-0.029500269,0.33680818,-3.619463451,-0.197173129,Andre Lipcius,25822,686531
Brian O'Keefe,SEA,8,21,0,0,2,0,0.095238095,0.333333333,0.105263158,0.166666666,0.105263157,0.19047619,0.210526315,0.184730025,0.198,15.14541658,-0.194055843,-2.329199884,-0.392354012,-0.199453236,Brian O'Keefe,16680,657247
Kole Calhoun,CLE,43,174,6,18,25,0,0.074712643,0.212643678,0.159235669,0.24137931,0.216560509,0.281609195,0.375796178,0.285993807,0.303,80.22486827,-1.033310225,-5.156195137,-2.86029458,-0.203365394,Kole Calhoun,11200,594777
Pete Crow-Armstrong,CHC,13,19,0,3,1,2,0.157894736,0.368421052,0,0,0,0.176470588,0,0.122806391,0.253,-29.57569973,-0.271458615,-3.321428995,0.613269001,-0.205677587,Pete Crow-Armstrong,27769,691718
David Dahl,SDP,4,9,1,1,1,0,0,0.222222222,0.333333333,0,0.111111111,0.111111111,0.444444444,0.222677337,0.367,38.51358489,0,-0.685551586,-1.726908252,-0.210071823,David Dahl,13744,621311
David Peralta,LAD,133,422,7,47,55,4,0.047393364,0.170616113,0.121827411,0.295950155,0.258883248,0.293838862,0.380710659,0.290405621,0.309,81.92842851,-3.114745892,-12.56246187,-3.98021692,-0.219828343,David Peralta,2136,444482
Matt Beaty,- - -,30,72,0,8,4,0,0.083333333,0.194444444,0.065573771,0.29787234,0.229508196,0.347222222,0.295081967,0.300081317,0.273,84.80687878,-0.968365465,-2.298224802,-2.377982318,-0.21985779,Matt Beaty,17710,607461
Trey Cabbage,LAA,22,56,1,5,7,1,0.035714285,0.464285714,0.113207547,0.37037037,0.207547169,0.232142857,0.320754716,0.237588267,0.179,43.67477727,-0.074308646,-3.853714428,-0.337664247,-0.226131625,Trey Cabbage,21078,663550
Joey Meneses,WSN,154,657,13,71,89,0,0.05783866,0.197869101,0.126022913,0.329087048,0.274959083,0.321156773,0.400981996,0.314476677,0.288,96.72344465,-5.147558109,-7.814424982,-16.79766619,-0.228293135,Joey Meneses,14366,608841
Tyler Naquin,CHW,5,8,0,0,0,0,0,0.875,0,0,0,0,0,0,0.027,-100,0,-2.106440688,-0.461365864,-0.228652085,Tyler Naquin,13359,571980
Hunter Dozier,KCR,29,91,2,8,9,2,0.087912087,0.318681318,0.121951219,0.25,0.182926829,0.252747252,0.304878048,0.246782072,0.241,47.36491051,0.993152623,-4.746020642,-0.694699824,-0.230824002,Hunter Dozier,15117,641531
Adam Engel,SDP,5,6,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.073,-100,-0.422078043,-1.988720182,-0.539039845,-0.231733485,Adam Engel,15082,641553
Ehire Adrianza,ATL,5,11,0,0,0,0,0.09090909,0.363636363,0,0,0,0.09090909,0,0.063263899,0.167,-73.25072755,-0.007705124,-2.368651973,-0.378103808,-0.236630836,Ehire Adrianza,8418,501303
Bobby Dalbec,BOS,21,53,1,6,1,1,0.075471698,0.528301886,0.102040816,0.45,0.204081632,0.264150943,0.306122448,0.253829931,0.275,50.93010754,0.188000202,-2.928187104,-1.266793847,-0.236767024,Bobby Dalbec,19966,666915
David Hamilton,BOS,15,39,0,2,0,2,0.153846153,0.256410256,0.06060606,0.173913043,0.121212121,0.256410256,0.181818181,0.216102939,0.227,24.78070248,-0.071645916,-3.586655054,-0.139243782,-0.237946873,David Hamilton,27531,666152
Trayce Thompson,- - -,72,179,6,17,17,2,0.134078212,0.430167597,0.130718955,0.271428571,0.163398692,0.284916201,0.294117647,0.266306688,0.275,64.86973657,0.189704246,-7.375808655,-1.263667613,-0.251608304,Trayce Thompson,9952,572204
Matt Duffy,KCR,79,209,2,17,16,1,0.057416267,0.18660287,0.073298429,0.302631578,0.2513089,0.306220095,0.324607329,0.281098205,0.298,71.15017423,-0.923835755,-8.148573035,-1.567383766,-0.252943141,Matt Duffy,13836,622110
David Villar,SFG,46,140,5,15,12,1,0.078571428,0.321428571,0.169354839,0.173333333,0.14516129,0.235714285,0.314516129,0.244426859,0.306,51.37506998,-0.330620089,-8.764074135,1.391986847,-0.260796089,David Villar,24782,681584
Edwin Ríos,CHC,18,34,1,3,2,0,0.147058823,0.470588235,0.142857143,0.09090909,0.071428571,0.235294117,0.214285714,0.219216995,0.272,35.05644353,-0.062302678,-2.797782042,-0.978625655,-0.261379503,Edwin Rios,18316,621458
Curt Casali,CIN,40,96,0,8,6,0,0.114583333,0.239583333,0.025,0.245614035,0.175,0.29032258,0.2,0.238547333,0.281,38.94632728,-0.348765065,-7.609849472,1.676983595,-0.26635568,Curt Casali,12510,592200
Bligh Madris,HOU,12,30,0,4,0,0,0.133333333,0.233333333,0.038461539,0.210526315,0.153846153,0.266666666,0.192307692,0.222499426,0.276,36.51576805,-0.097505907,-2.379527255,-1.32345143,-0.266489899,Bligh Madris,20054,676632
Terrin Vavra,BAL,27,56,0,9,5,1,0.089285714,0.214285714,0,0.324324324,0.244897959,0.314814814,0.244897959,0.260554628,0.308,63.96599344,-0.137595767,-2.555466946,-2.043230593,-0.266748445,Terrin Vavra,24400,679631
Nelson Cruz,SDP,49,152,5,9,23,1,0.039473684,0.302631578,0.153846154,0.322580645,0.244755244,0.282894736,0.398601398,0.290864591,0.297,84.22524115,-0.324869751,-3.295337043,-4.545610428,-0.266892794,Nelson Cruz,2434,443558
Hanser Alberto,CHW,30,90,3,11,16,0,0.044444444,0.144444444,0.170731707,0.223880597,0.219512195,0.261363636,0.390243902,0.279159994,0.274,73.74303093,-0.494224778,-3.325745083,-2.491457701,-0.271791274,Hanser Alberto,11902,593643
Cooper Hummel,SEA,10,26,0,2,0,1,0.076923076,0.346153846,0.043478261,0.142857142,0.086956521,0.192307692,0.130434782,0.163234979,0.266,0.246729283,0.334887678,-2.772769265,-0.871885496,-0.274375567,Cooper Hummel,19458,669450
Chris Owings,PIT,11,25,0,0,0,0,0,0.48,0,0.307692307,0.16,0.16,0.16,0.141205807,0.129,-22.40110859,-0.05958922,-3.850502222,0.218545042,-0.277467904,Chris Owings,10030,572008
Brian Serven,COL,11,23,0,0,1,0,0,0.434782608,0.043478261,0.23076923,0.130434782,0.130434782,0.173913043,0.130818911,0.127,-39.93950703,-0.255336422,-4.242707308,0.659357429,-0.279397049,Brian Serven,19422,661531
Irving Lopez,STL,5,12,0,0,1,0,0,0.416666666,0,0,0,0,0,0,0.091,-100,0,-3.166301376,-0.065373112,-0.281597646,Irving Lopez,20463,676761
Eric Hosmer,CHC,31,100,2,7,14,0,0.06,0.25,0.095744681,0.298507462,0.234042553,0.28,0.329787234,0.269180135,0.247,68.55094135,-0.186874801,-4.082939034,-2.14713192,-0.282439941,Eric Hosmer,3516,543333
Starling Marte,NYM,86,341,5,38,28,24,0.046920821,0.202346041,0.076190476,0.302904564,0.247619047,0.300884955,0.323809523,0.277831731,0.312,75.32417067,3.649983879,-6.774260754,-7.682760715,-0.286285613,Starling Marte,9241,516782
Jonathan Araúz,NYM,27,66,3,3,9,0,0.075757575,0.272727272,0.152542373,0.131578947,0.13559322,0.203125,0.288135593,0.217257562,0.241,34.71620671,-0.083875953,-5.421743271,0.302965406,-0.286819008,Jonathan Arauz,20275,660620
