Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Porter Hodge","CHC",3,1,9,39,0,43,10.88372286130734,3.9767448916315287,0.41860472543489774,0.18888888888888888,0.80110497,0.413043478,0.055555555,,1.8837212644570398,2.63,2.7478750528548974,3.409091510265791,0.8844459056854248,"Porter Hodge",26413,687863
"Anthony Bender","MIA",5,2,1,59,0,53,10.018870087865453,3.0566044335860703,0.509434072264345,0.3263888888888889,0.69321534,0.5,0.073170731,95.77737630208334,4.07547257811476,3.44,2.9211967064588142,3.3550146238125613,0.8812949061393738,"Anthony Bender",19742,669622
"Rhett Lowder","CIN",2,2,0,6,6,30.2,6.456521872987372,4.1086957373556,0,0.2717391304347826,0.8974359,0.384615384,0,93.80345243566177,1.1739130678158858,4.34,3.101262385633357,4.728314943452066,0.8744521737098694,"Rhett Lowder",33876,695076
"Jakob Junis","- - -",4,0,1,24,6,67,6.850746561196166,1.074626911560183,1.074626911560183,0.22404371584699453,0.77868852,0.387434554,0.103896103,92.6155020672342,2.686567278900457,3.8,3.6888678602982172,3.874310364919695,0.8681721091270447,"Jakob Junis",13619,596001
"Colin Rea","MIL",12,6,1,32,27,167.2,7.2465211495356305,2.308151180963201,1.5566600987891355,0.28169014084507044,0.7662624,0.38771593,0.136792452,93.0369091892429,4.294234755280374,4.91,4.752960951768378,4.416255862175867,0.8552122116088867,"Colin Rea",12317,607067
"Evan Phillips","LAD",5,1,18,61,0,54.2,10.37195242578837,2.7987808133079732,0.9878049929322258,0.2978723404255319,0.625,0.397260273,0.101694915,96.25171991604478,3.6219516407514947,3.29,3.2762358886155982,3.481269375273975,0.8533604145050049,"Evan Phillips",17734,623465
"Bryan Abreu","HOU",3,3,1,78,0,78.1,11.834043321587961,3.6765959834059685,1.0340426203329287,0.2857142857142857,0.82938389,0.404371584,0.116883116,96.89746418189368,3.102127860998786,3.29,3.4856287351826745,3.478283806353638,0.8530817031860352,"Bryan Abreu",16609,650556
"Ryan Pressly","HOU",2,3,4,59,0,56.2,9.211765739414634,2.8588238501631626,0.6352941889251472,0.3333333333333333,0.7320442,0.487804878,0.085106382,93.94649767801857,3.4941180390883098,3.97,3.0958915350758898,3.4323220744534573,0.8398206830024719,"Ryan Pressly",7005,519151
"Devin Williams","MIL",1,0,14,22,0,21.2,15.784615847796392,4.569230903309482,0.41538462757358924,0.25,0.92592593,0.432432432,0.071428571,94.68864010167464,1.2461538827207677,2.11,2.058787438093557,2.4357774962530936,0.8392943143844604,"Devin Williams",15816,642207
"José Leclerc","TEX",6,5,1,64,0,66.2,12.015001833343785,4.320000659179788,0.9450001441955787,0.3141025641025641,0.71776156,0.352201257,0.102941176,95.58239483890215,4.320000659179788,3.59,3.481479826354988,3.658728427747282,0.8326812982559204,"Jose Leclerc",14524,600917
"Kyle Harrison","SFG",7,7,0,24,24,124.1,8.541555309205874,3.0402146015817517,1.3029491149636079,0.30835734870317005,0.73252688,0.408839779,0.123287671,92.9029866332498,4.560321902372627,4.87,4.332699665139938,4.226157253074172,0.8016366958618164,"Kyle Harrison",27758,690986
"Ben Lively","CLE",13,10,0,29,29,151,7.033112582781457,2.9205298013245033,1.3708609271523178,0.2654462242562929,0.78358209,0.419213973,0.121693121,89.99538799894958,3.814569536423841,4,4.656546003455358,4.56892738607743,0.7814915776252747,"Ben Lively",14932,594902
"Dylan Lee","ATL",4,2,0,52,0,59.2,11.463689105273899,2.5642462472323193,1.0558661018015434,0.3,0.83629893,0.351724137,0.106060606,92.5487733004386,2.1117322036030868,2.57,2.998881984353042,3.1462432632862205,0.7778448462486267,"Dylan Lee",19996,669276
"Tony Santillan","CIN",3,3,0,29,1,30,13.800002632141615,2.700000514984229,1.2000002288818796,0.2698412698412698,0.77868852,0.323076923,0.133333333,97.27961570338199,3.000000572204699,2.43,2.733146362304672,2.5118213929788173,0.7729561971500516,"Tony Santillan",19926,663574
"Nick Mears","- - -",1,5,0,54,0,57.2,11.705204957694143,3.7456655864621258,1.0924857960514534,0.36,0.59840426,0.407643312,0.111111111,96.85981674071083,5.930637178565033,3.31,3.3919133552527936,3.4657260238195904,0.7726970165967941,"Nick Mears",25376,683232
"Shane Bieber","CLE",2,0,0,2,2,12,15,0.75,0,0.4166666666666667,1,0.5,0,92.47847316576087,0,2.76,0.08314644495646206,0.5871492470304176,0.7689601182937622,"Shane Bieber",19427,669456
"Kevin Kelly","TBR",5,2,1,68,0,70.2,8.023586926914017,1.1462267038448595,0.8915096585460018,0.26804123711340205,0.75949367,0.567839195,0.129629629,92.21830055930398,2.6745289756380055,3.34,3.2655364070171284,3.133203174661399,0.7682902216911316,"Kevin Kelly",25679,687330
"Randy Vásquez","SDP",4,7,0,20,20,98,5.6938775510204085,2.663265306122449,1.1938775510204083,0.3302180685358255,0.72164948,0.386706948,0.104,94.30791015625,4.86734693877551,5.94,4.697092023187754,4.901184378062585,0.7564168572425842,"Randy Vasquez",24719,681190
"Ryan Fernandez","STL",1,6,2,62,0,66.2,9.585001462555155,4.320000659179788,0.5400000823974735,0.3068181818181818,0.71759259,0.429378531,0.06779661,95.79663294604701,3.5100005355835777,3.54,3.3464798057556195,3.904607330425473,0.7563125491142273,"Ryan Fernandez",24862,681676
"Bryan Hudson","MIL",6,1,0,43,0,62.1,8.951872388207125,2.454545654830986,1.0106952696362883,0.14788732394366197,0.94240838,0.412162162,0.116666666,91.43294404517454,1.7326204622336372,3.01,3.5996348938482043,3.5951510064231633,0.7465882301330566,"Bryan Hudson",19924,663542
"Brant Hurter","DET",6,1,0,10,1,45.1,7.544117858665631,1.1911765039998363,0.7941176693332243,0.23622047244094488,0.78488372,0.53125,0.093023255,92.2227783203125,2.580882425332979,2.27,3.0341268334009244,3.321252462062087,0.7382432222366333,"Brant Hurter",30133,676428
"Michael Lorenzen","- - -",7,6,0,26,24,130.1,6.698209980067962,4.1432226680832756,1.1739130892902614,0.23595505617977527,0.82402235,0.418230563,0.112582781,93.97086190328903,3.3145781344666205,4.59,4.892822556657826,4.9489345998156455,0.728718776255846,"Michael Lorenzen",14843,547179
"Joey Estes","OAK",7,9,0,25,24,127.2,6.485640106566314,1.9033943791009835,1.6214100266415785,0.27365728900255754,0.69732938,0.245742092,0.100877192,92.63992135605375,5.005222256154438,4.43,4.936714879840504,5.294975346522007,0.7244147625751793,"Joey Estes",26257,683155
"Beau Brieske","DET",4,5,1,46,12,67.2,9.177341281134135,3.990148383101798,0.6650247305169663,0.2840909090909091,0.7,0.376404494,0.064935064,95.96162879797441,3.591133544791618,3.31,3.5063813072206895,4.266351578302972,0.7193775624036789,"Beau Brieske",26079,689225
"James Paxton","- - -",9,3,0,21,21,100.1,6.548173151666666,4.485050103881278,1.0764120249315068,0.2757475083056478,0.71981424,0.374592833,0.091603053,93.38611942498008,4.395349101803653,4.74,4.791064593695681,5.210397853640641,0.7179503440856934,"James Paxton",11828,572020
"Andrew Nardi","MIA",3,2,0,59,0,49.2,12.684566356390905,3.2617456345005182,1.2684566356390905,0.32456140350877194,0.63909774,0.316666666,0.114754098,94.23304219600726,5.073826542556362,2.76,3.327553636783648,3.3523693354139605,0.7084938287734985,"Andrew Nardi",25942,677053
"Reid Detmers","LAA",4,9,0,17,17,87.1,11.23282508167675,3.9160307624194175,1.8549619400934083,0.35714285714285715,0.62943262,0.383333333,0.171428571,94.09653698065902,6.69847367255953,4.14,4.723731777380557,3.862215116366004,0.6996507048606873,"Reid Detmers",27468,672282
"Jesús Luzardo","MIA",3,6,0,12,12,66.2,7.830000298690807,2.9700001132965133,1.2150000463485735,0.28415300546448086,0.66298343,0.37037037,0.118421052,95.51789022229381,4.995000190544135,4.59,4.261479820060732,4.230169401959262,0.6957853436470032,"Jesus Luzardo",19959,666200
"Cionel Pérez","BAL",2,0,2,62,0,53.2,7.714287176530196,4.695653063974902,0,0.29559748427672955,0.6375,0.557692307,0,96.52188621411483,4.527951168832941,3.59,3.2969145856224316,4.592922036613899,0.6914883255958557,"Cionel Perez",19614,672335
"Hunter Harvey","- - -",2,4,1,49,0,50.2,9.769738435828055,2.842105726786343,0.8881580396207321,0.3333333333333333,0.67692308,0.44680851,0.116279069,97.96389996963339,4.440790198103661,5.18,3.521742994138088,3.5220659178922187,0.6908054053783417,"Hunter Harvey",15507,640451
"Jesus Tinoco","- - -",1,0,3,32,0,40.2,9.295083202427836,2.655738057836525,0.6639345144591312,0.23529411764705882,0.71428571,0.466666666,0.073170731,96.64663668032046,3.319672572295656,3.22,3.166479778289795,3.731865377728999,0.6863505840301514,"Jesus Tinoco",16300,622786
"Michel Otañez","OAK",1,0,1,36,0,34,14.558826796324515,5.2941188350270965,0.5294118835027096,0.352112676056338,0.74152542,0.383561643,0.0625,98.09764840612449,3.441177242767613,2.49,2.7253032087042035,3.3836642093511315,0.6845467686653137,"Michel Otanez",22533,671305
"Shawn Armstrong","- - -",3,3,1,57,7,66.2,8.910000977182495,3.3750003701448845,0.8100000888347724,0.3622448979591837,0.69037657,0.358208955,0.075949367,93.50069888607486,4.860000533008634,5.11,3.571479822707181,4.193209852266809,0.6828034110367298,"Shawn Armstrong",12857,542888
"Robert Gasser","MIL",2,0,0,5,5,28,5.142857142857143,0.32142857142857145,0.6428571428571429,0.2826086956521739,0.78767123,0.430107526,0.0625,93.2071063701923,2.5714285714285716,2.91,3.3807654925755095,4.180203671114786,0.6782169938087463,"Robert Gasser",29812,688107
"Tyler Ferguson","OAK",4,2,2,48,0,51.1,10.870130947175554,4.207792624713117,0.7012987707855196,0.24347826086956523,0.66793893,0.372881355,0.078431372,96.08382985561708,3.681818546623978,3.67,3.283362906754048,3.7725661120566074,0.6678435802459717,"Tyler Ferguson",19481,621053
"Spencer Turnbull","PHI",3,0,0,17,7,54.1,9.607362188031768,3.3128835131144028,0.9938650539343209,0.23308270676691728,0.83955224,0.474820143,0.12,,2.6503068104915224,4.05,3.8474613893188674,3.8032973449311833,0.6672454103827477,"Spencer Turnbull",16207,605513
"Hunter Stratton","PIT",2,1,1,36,0,37.2,7.8849578816798065,1.6725668233866258,0.7168143528799824,0.30357142857142855,0.70093458,0.378378378,0.068181818,95.57860456194196,3.584071764399912,3.29,3.2461258174986822,3.9769676929394824,0.6655158400535583,"Hunter Stratton",23455,676702
"Andrés Muñoz","SEA",3,7,22,60,0,59.1,11.679777033054464,3.9438208163560526,0.910112496082166,0.20833333333333334,0.85271318,0.523809523,0.162162162,98.56423539959016,2.1235958241917205,2.94,3.3518730645287547,2.9801479137674898,0.6526641249656677,"Andres Munoz",20373,662253
"Justin Verlander","HOU",5,6,0,17,17,90.1,7.37269414206046,2.6900370518328707,1.4944650287960393,0.3029197080291971,0.68181818,0.282229965,0.1,93.69962004226268,5.479705105585477,3.78,4.782716031654401,5.134759530442583,0.6521748304367065,"Justin Verlander",8700,434378
"Merrill Kelly","ARI",5,1,0,13,13,73.2,7.696832844896717,2.3212670484609146,1.3438914491089506,0.2731707317073171,0.73002755,0.424528301,0.142857142,91.9974421417364,4.0316743473268515,4.94,4.252452666458644,3.8917012596031526,0.6515894532203674,"Merrill Kelly",11156,518876
"Ian Hamilton","NYY",0,1,1,35,0,37.2,9.796462822693094,3.3451336467732515,0.4778762352533216,0.33980582524271846,0.72265625,0.438095238,0.058823529,96.42869668111314,3.823009882026573,3.78,3.033736379608317,3.708292822267249,0.6503645777702332,"Ian Hamilton",19261,641656
"Ben Joyce","LAA",2,0,4,31,1,34.2,8.567309263542848,3.6346160511999956,0.25961543222857114,0.2777777777777778,0.84507042,0.588888888,0.05,102.43585205078125,2.076923457828569,3.24,3.195325937426303,3.6926385706839735,0.648330420255661,"Ben Joyce",31461,690829
"Huascar Brazobán","- - -",1,3,0,39,0,51.2,8.883872716866321,4.354839567091334,0.3483871653673067,0.2647058823529412,0.63291139,0.456521739,0.046511627,96.63614992751289,3.8322588190403737,3.64,3.3213185184530425,4.076474050376518,0.6443639174103737,"Huascar Brazoban",6107,623211
"Michael Tonkin","- - -",4,4,2,57,0,79.1,9.64285915209937,3.4033620536821303,0.680672410736426,0.3033175355450237,0.65261044,0.410138248,0.08,93.22137601163752,3.6302528572609387,4.34,3.443790760441672,3.890017287873473,0.6408847570419312,"Michael Tonkin",10315,543859
"Clayton Kershaw","LAD",2,2,0,7,7,30,7.200000457763701,2.700000171661388,0.6000000381469751,0.3541666666666667,0.63348416,0.385416666,0.06060606,89.80517850907822,4.500000286102313,4.59,3.533146468268502,4.329689099088705,0.6394903063774109,"Clayton Kershaw",2036,477132
"Jose A. Ferrer","WSN",1,0,1,31,0,32,7.031251676381034,1.6875004023314482,0.28125006705524136,0.2736842105263158,0.68452381,0.572916666,0.04,98.43917262300532,3.3750008046628963,2.7,2.7602296814322242,3.5352364335690663,0.6375062465667725,"Jose A. Ferrer",24017,678606
"Jacob Webb","BAL",2,5,2,60,0,56.2,9.211766979653678,4.288236352597402,0.6352942744588744,0.24489795918367346,0.72115385,0.34,0.0625,93.54853562801932,3.0176478036796532,3.51,3.5194210418780587,4.309454260382244,0.6370887160301208,"Jacob Webb",19274,657097
"Davis Martin","CHW",0,5,0,11,10,50,8.4600003227234,4.140000157928473,0.9000000343322767,0.32142857142857145,0.74647887,0.458333333,0.094339622,93.71335920198696,4.320000164794928,4.02,4.266479820251467,4.569208742394838,0.6350565617904067,"Davis Martin",21448,663436
"Michael McGreevy","STL",3,0,0,4,3,23,7.043478260869565,0.782608695652174,0.391304347826087,0.234375,0.79545455,0.625,0.09090909,93.14202168782552,1.9565217391304348,3.59,2.5577841261158816,2.715701189961122,0.6240770816802979,"Michael McGreevy",29869,700241
"Max Scherzer","TEX",2,4,0,9,9,43.1,8.307692551471785,2.0769231378679462,1.4538461965075624,0.2773109243697479,0.75242718,0.319672131,0.125,92.62486713435374,3.946153961949098,3.86,4.18186442346968,4.03584451337931,0.6229895353317261,"Max Scherzer",3137,453286
"Jalen Beeks","- - -",7,4,10,71,0,70,7.071430305559233,3.471429422729078,0.7714287606064618,0.3212669683257919,0.65922921,0.450892857,0.073170731,94.72973188920454,4.500001103537694,3.8,3.995051410052291,4.651975704152948,0.6175431907176971,"Jalen Beeks",17192,656222
"Carmen Mlodzinski","PIT",5,5,0,40,4,50.2,8.17105304171176,3.375000169402683,0.5328947635898973,0.2733812949640288,0.69204152,0.460992907,0.056603773,96.15126387001811,3.375000169402683,3.34,3.363848209249016,4.175751780193815,0.6161103844642639,"Carmen Mlodzinski",27572,669387
"Jordan Montgomery","ARI",8,7,1,25,21,117,6.384615436656785,3.3846154122035963,1.0769230857011443,0.34704370179948585,0.63854048,0.42278481,0.103703703,92.10142759947448,6.230769281556621,5.18,4.4827191052578605,4.671788635345576,0.6155228279531002,"Jordan Montgomery",16511,656756
"José Alvarado","PHI",2,5,13,66,0,61.2,9.194595542556716,4.086486907802985,0.8756757659577824,0.26875,0.68965517,0.460122699,0.115384615,,4.086486907802985,3.97,3.7989122759259715,3.809038284378671,0.6138396263122559,"Jose Alvarado",17780,621237
"Jack Kochanowicz","LAA",2,6,0,11,11,65.1,3.4438778191296184,1.3775511276518473,0.9642857893562932,0.2824074074074074,0.73490814,0.570135746,0.129629629,96.46599692486703,3.9948982701903573,4.97,4.620561524144523,4.477425603858102,0.6128313541412354,"Jack Kochanowicz",27688,686799
"Aaron Ashby","MIL",1,2,0,14,2,28.1,10.48235411726493,3.176470944625736,0.6352941889251472,0.24324324324324326,0.625,0.586666666,0.111111111,96.47104317801339,2.8588238501631626,3.05,2.813538562220269,2.856461554518226,0.6085125803947449,"Aaron Ashby",23550,676879
"Dylan Floro","- - -",6,4,0,66,0,68.2,6.291263242684536,2.2281557317841068,0.6553399211129726,0.28846153846153844,0.68421053,0.454545454,0.071428571,89.96204502535183,3.800971542455241,3.94,3.5014312935253145,4.096197249159715,0.6024922430515289,"Dylan Floro",13394,571670
"Braxton Garrett","MIA",2,2,0,7,7,37,8.27027027027027,0.972972972972973,1.2162162162162162,0.30973451327433627,0.5952381,0.512820512,0.142857142,90.82284322599085,5.351351351351352,4.43,3.815128426938444,3.4886498922834526,0.5959569811820984,"Braxton Garrett",21844,666129
"Pete Fairbanks","TBR",3,3,23,46,0,45.1,8.735294362665467,3.3750000946662033,0.7941176693332243,0.26666666666666666,0.69620253,0.434426229,0.086956521,97.43406464041095,3.573529511999509,4.08,3.4973621405119717,3.884547151803231,0.5871604681015015,"Pete Fairbanks",17998,664126
"Trent Thornton","SEA",4,3,1,71,0,72.1,9.58064684549619,2.3640557151224364,0.9953918800515522,0.2972972972972973,0.72559367,0.38095238,0.109589041,95.617680102323,3.608295565186877,3.34,3.470627297194436,3.5587832618279474,0.5863633155822754,"Trent Thornton",17948,663423
"Graham Ashcraft","CIN",5,5,0,15,15,77.1,6.633621125952696,3.142241585977593,1.280172497990871,0.3132530120481928,0.67542214,0.486381322,0.135802469,,5.237069309962655,5.18,4.821652300944659,4.556212812417195,0.5846969485282898,"Graham Ashcraft",27552,668933
"Bryan Hoeing","- - -",2,3,0,34,2,53.2,7.211181234814141,2.347826448544139,0.6708075567268968,0.26174496644295303,0.81712062,0.483443708,0.097560975,94.64977866724918,2.180124559362415,5.07,3.3155481242291054,3.5017409104529493,0.5820804089307785,"Bryan Hoeing",26304,663773
"Tyler Rogers","SFG",3,4,1,77,0,70.1,6.526066822653446,0.7677725673709936,0.8957346619328259,0.273972602739726,0.81196581,0.544642857,0.106060606,,2.81516608036031,3.01,3.564584072482162,3.6895967091621196,0.5750895142555237,"Tyler Rogers",15541,643511
"Buck Farmer","CIN",3,2,1,61,1,71,8.873240390104954,3.6760567330434806,0.8873240390104954,0.26344086021505375,0.81508516,0.357894736,0.086419753,92.87059364318847,3.042253848035984,4.14,3.997465783077402,4.440743026540897,0.5737821161746979,"Buck Farmer",14814,571656
"Edward Cabrera","MIA",4,8,0,20,20,96.1,9.996540320190658,4.671280523453579,1.4013841570360734,0.27800829875518673,0.6637931,0.470355731,0.182926829,96.28684786872385,4.951557354860793,4.78,4.682050792565845,3.944867597694068,0.56651771068573,"Edward Cabrera",21690,665795
"Yennier Cano","BAL",4,3,5,70,0,60,9.750003099442514,3.6000011444095437,0.9000002861023859,0.3137254901960784,0.77903683,0.628930817,0.181818181,96.58121888827434,3.1500010013583504,3.72,3.549813233481552,3.081417708004651,0.5663753747940063,"Yennier Cano",25911,666974
"Joel Payamps","MIL",3,7,6,68,0,59,9.000001163806097,2.7457630669238937,1.067796748248181,0.21476510067114093,0.73170732,0.385620915,0.111111111,94.83736221104452,3.0508478521376596,4.11,3.7258018845150325,3.7979464631997284,0.5536103248596191,"Joel Payamps",14332,606303
"Anthony Banda","LAD",3,2,2,48,2,49.2,9.060404540279217,3.2617456345005182,0.9060404540279218,0.291044776119403,0.78947368,0.444444444,0.1,96.12755204675796,3.080537543694934,3.26,3.669835586083085,3.8832669112286364,0.5427977256476879,"Anthony Banda",14706,607455
"Greg Weissert","BOS",4,2,1,62,0,63.1,8.24210691795488,2.842105833777545,0.9947370418221407,0.3258426966292135,0.70478723,0.412087912,0.102941176,94.15291714449542,3.1263164171552993,3.51,3.7191114681909845,3.9056889523311265,0.536647617816925,"Greg Weissert",20375,669711
"Landen Roupp","SFG",1,2,0,23,4,50.1,8.40397435916869,4.649007092306083,0.357615930177391,0.2907801418439716,0.72916667,0.471830985,0.047619047,93.70735437729779,3.5761593017739104,4.05,3.4247579500845777,4.169877622624837,0.5359917134046555,"Landen Roupp",30076,694738
"Randy Rodríguez","SFG",3,2,0,35,1,52.1,9.114651563961207,3.0955420405905985,0.6878982312423552,0.3006993006993007,0.625,0.409722222,0.06557377,97.8717519171227,4.29936394526472,3.19,3.338454336100384,4.107228624419184,0.5339037254452705,"Randy Rodriguez",23974,678495
"Tyson Miller","- - -",5,1,1,58,0,62,7.83871088315762,1.5967744391617373,1.0161291885574693,0.20253164556962025,0.81858407,0.306748466,0.086419753,,2.3225810024170723,3.41,3.6664798551990265,4.174103818828874,0.5304816737771034,"Tyson Miller",19976,668338
"Martín Pérez","- - -",5,6,0,26,26,135,7.133333534900059,3.266666758972924,1.4666667081102924,0.31695331695331697,0.76923077,0.443661971,0.144736842,91.48380100980718,4.533333461431813,5.38,4.899813160601958,4.483704095108578,0.5275453180074692,"Martin Perez",6902,527048
"Danny Coulombe","BAL",1,0,1,33,0,29.2,9.707868497310509,1.516854452704767,0.9101126716228602,0.1791044776119403,0.82278481,0.485714285,0.107142857,90.85235236672794,2.1235962337866736,2.91,2.8294010110220693,2.941858421747514,0.5220526456832886,"Danny Coulombe",13293,543056
"Hogan Harris","OAK",4,4,0,21,9,72.1,7.589862284848422,4.105991072131114,0.8709678031793271,0.2885572139303483,0.78947368,0.370731707,0.085365853,93.06263173570382,2.8617513533035033,5.04,4.2309959821756395,4.68700554387487,0.5037214607000351,"Hogan Harris",21520,663687
"Daysbel Hernández","ATL",3,0,0,16,0,18,13.00000275505972,5.000001059638354,0,0.2702702702702703,0.71428571,0.361111111,0,97.50884726821192,2.500000529819177,2.49,2.110923999032809,3.454931756062397,0.4994521141052246,"Daysbel Hernandez",20271,678226
"Brenan Hanifee","DET",1,1,0,21,3,29.1,7.0568198642951465,1.8409095298161253,0.6136365099387084,0.2808988764044944,0.86092715,0.538461538,0.076923076,95.63884049755032,1.8409095298161253,3.07,3.098297943852161,3.552123684840213,0.49708472192287445,"Brenan Hanifee",22304,669724
"Emilio Pagán","CIN",4,5,1,38,1,38,10.421053677714868,2.605263419428717,1.4210527742338457,0.35051546391752575,0.72769953,0.31372549,0.125,94.76647123448988,4.500000451740511,3.97,3.7717429969449516,3.629016758897378,0.49576880037784576,"Emilio Pagan",14771,641941
"Cal Quantrill","COL",8,11,0,29,29,148.1,6.6741575322237345,4.186516997485797,1.3955056658285991,0.3002257336343115,0.75073602,0.443722943,0.149350649,94.232314453125,4.975281069475875,5.31,5.31704164978411,4.8710818225249986,0.4957175552845001,"Cal Quantrill",19312,615698
"Tim Hill","- - -",4,0,0,62,0,67,4.164179934295527,2.5522393145682263,0.2686567699545501,0.31645569620253167,0.69327731,0.682203389,0.054054054,90.76869309793307,3.358209624431877,3.56,3.5694649332216204,4.016395037659975,0.4949994683265686,"Tim Hill",16814,657612
"Landon Knack","LAD",3,5,1,15,12,69,9.000000373176922,2.347826184307023,1.8260870322387956,0.24175824175824176,0.85858586,0.311224489,0.142857142,93.53305810914004,3.6521740644775913,3.94,4.717204480270359,4.227013500665944,0.4781684949994087,"Landon Knack",27487,689017
"Collin Snider","SEA",3,4,0,42,0,41.2,10.152001549072502,2.8080004284668623,1.080000164794947,0.2980769230769231,0.83333333,0.308411214,0.108695652,94.23020973342294,1.9440002966309047,3.97,3.4064798149108944,3.5157371120511756,0.4741402566432953,"Collin Snider",23307,676092
"Jordan Hicks","SFG",4,7,1,29,20,109.2,7.878419704096996,3.857142980130821,0.9848024630121245,0.31545741324921134,0.75396825,0.509202453,0.118811881,95.87830300932949,4.103343595883852,4.91,4.370127233082393,4.340153211109096,0.4729369133710861,"Jordan Hicks",19618,663855
"John Means","BAL",2,0,0,4,4,20.2,6.9677421498373135,0.8709677687296642,0.8709677687296642,0.23728813559322035,0.80246914,0.183333333,0.058823529,90.576806640625,2.6129033061889926,4.68,3.3116410730780723,4.541074295329494,0.4708137512207031,"John Means",16269,607644
"Richard Fitts","BOS",0,1,0,4,4,20.2,3.919354959283489,3.0483871905538247,0,0.2753623188405797,0.76923077,0.373134328,0,94.4650390625,1.7419355374593284,4,3.3116410730780723,5.506492052857331,0.4624292254447937,"Richard Fitts",30160,690916
"Davis Daniel","LAA",1,4,0,6,6,30.1,8.307692655948708,1.7802198548461519,1.4835165457051265,0.3617021276595745,0.61538462,0.363636363,0.116279069,91.60670440051021,6.2307694919615315,4.34,4.155490808759879,4.15603019782228,0.46070295572280884,"Davis Daniel",27582,669721
"Cade Povich","BAL",3,9,0,16,16,79.2,7.794979328330429,3.841004306713545,1.3556485788400747,0.2905982905982906,0.67864271,0.352459016,0.105263157,92.35484651548673,5.19665288555362,4.11,4.785726691904329,4.991194794395859,0.4588642716407776,"Cade Povich",30055,700249
"Adam Ottavino","NYM",2,2,1,60,0,56,11.250002299036769,3.6964293268263666,0.9642859113460087,0.30935251798561153,0.7082153,0.433566433,0.1,93.21128558168317,4.339286601057039,3.19,3.666479880469207,3.8936317906988376,0.4579032063484192,"Adam Ottavino",1247,493603
"Gregory Soto","- - -",3,5,2,66,0,53,11.037737835171148,4.584906485378784,0.6792454052413014,0.37142857142857144,0.71428571,0.507042253,0.1,98.21607607886905,4.415095134068459,4.37,3.675913832220771,3.8359202053304755,0.45650459825992584,"Gregory Soto",19677,642397
"Pierce Johnson","ATL",6,6,2,58,0,56.1,10.704143703144817,3.9940834713226927,0.9585800331174462,0.3088235294117647,0.75075075,0.450704225,0.113207547,95.58000742364253,3.6745567936168775,3.8,3.610266830658983,3.648191905226945,0.4550648629665375,"Pierce Johnson",13435,572955
"Sam Moll","CIN",3,2,0,48,0,37.2,9.079648469813112,3.3451336467732515,0.7168143528799824,0.25263157894736843,0.69587629,0.46875,0.081081081,93.44672914431331,3.3451336467732515,2.89,3.458515255389047,3.9083643422822494,0.4536607265472412,"Sam Moll",14874,594580
"Paul Blackburn","- - -",5,4,0,14,14,75.1,7.048672685347577,2.5088495998694764,1.433628342782558,0.2895927601809955,0.70913462,0.456896551,0.151898734,92.17164120431674,4.659292114043313,4.59,4.626656794086845,4.1414620614484,0.4491855502128601,"Paul Blackburn",14739,621112
"Ryan Burr","TOR",0,2,0,34,4,32.2,12.94898249009772,3.30612318896112,1.10204106298704,0.32894736842105265,0.71428571,0.325,0.111111111,94.05966362847222,4.1326539862014,3.56,3.074643023040875,3.1491012832976812,0.44587624073028564,"Ryan Burr",17536,621114
"Christian Scott","NYM",0,3,0,9,9,47.1,7.415493156956771,2.281690202140545,1.5211268014270298,0.27205882352941174,0.73221757,0.323943661,0.111111111,94.31343900240384,4.56338040428109,4.4,4.603099535193101,4.705872888263329,0.4442310631275177,"Christian Scott",30107,681035
"Joey Cantillo","CLE",2,4,0,9,8,38.2,10.241379478740354,3.4913793677523937,1.3965517471009574,0.29591836734693877,0.67307692,0.485436893,0.166666666,92.26304340637382,4.887931114853351,3.83,4.071652206966341,3.4621427820475024,0.44046229869127274,"Joey Cantillo",23335,676282
"Erik Miller","SFG",4,5,0,73,10,67.1,11.6287147379219,5.079208736103818,0.9356437145454402,0.2847682119205298,0.70707071,0.506410256,0.129629629,97.13850008666799,3.8762382459739664,3.14,3.6714303543936833,3.5325459846146083,0.423833891749382,"Erik Miller",26252,669062
"Andrew Chafin","- - -",4,3,1,62,0,56.1,11.183434477006918,4.952663839817349,0.798816748357637,0.3381294964028777,0.75324675,0.361111111,0.086206896,91.86337753080986,3.514793692773603,3.64,3.5392609275233595,3.942157247356967,0.4218628406524658,"Andrew Chafin",12988,605177
"Gus Varland","- - -",1,0,0,26,0,26.1,9.22784954942684,2.7341776442746197,0.6835444110686549,0.36363636363636365,0.74585635,0.384615384,0.064516129,95.34033396121542,3.4177220553432743,3.59,3.128505088785981,3.921122704043214,0.42132892459630966,"Gus Varland",24737,681402
"J.T. Ginn","OAK",1,1,0,8,6,34,7.676471018873721,2.3823530748228787,1.0588235888101685,0.32653061224489793,0.74879227,0.470588235,0.121212121,92.98337113229852,4.235294355240674,4.59,3.9605974698974213,3.8987232724652428,0.42103755474090576,"J.T. Ginn",27889,669372
